,MRNA,AMGN,IQV,ICLR,VRTX,GILD,REGN,ILMN,CRL,SGEN,ILMN,BIIB,TECH,BNTX,BGNE,EXAS,ALNY,NVAX,QGEN,GH,NTRA,BMRN,INCY,TXG,NTLA,CRSP,BBH,SPY,IBB,XBI,ARKG,FBT,LABU,IDNA,PBE,GNOM,BIB,SBIO,BTEC
8/18/2020,67.03,232.6827728,160.53,190.35,271.31,65.47174685,618.59,356.07,217.15,157.57,356.07,288.88,261.3868187,67.88,231.96,84.58,139.92,146.23,52.21,90.71,65.28,118.54,97.56,105.42,21.2,94.92,162.7181349,332.5561689,134.8611384,112.8070867,61.22606659,164.3,58.47,38.54123521,60.47,18.65916827,70.5,42.04,45.26287016
8/19/2020,68,231.7096481,160.16,191.25,270.07,62.28632737,629.63,353.35,215.1,157.72,353.35,279.98,259.0162794,65.6,234.83,81.61,137.22,147.06,52.42,91.6,65.95,76.715,96.27,108.78,21.21,100.64,158.0044114,331.1715002,133.42496,112.6175117,62.32682678,160.06,58.02,38.33160923,60.5015,18.28476853,68.78,41.9,45.10942083
8/20/2020,67.81,230.0139062,157.96,188.05,271.43,62.6181419,616.89,354.6,214.71,158.5,354.6,277.52,257.4126792,66.27,235.33,81.88,136.36,143.13,51.27,93.61,66.01,74.85,95.53,109.5,20.61,91.76,157.0477148,332.2026365,133.0260216,112.5975565,61.9400732,159,58.01,38.11200105,60.1072,18.0343032,68.4384,41.84,45.00340129
8/21/2020,66.45,228.9637024,157.57,186.84,271.28,63.04476058,605.49,353.07,216.37,157.5,353.07,277.07,256.7951438,73.02,240.52,80.17,136.6,137.62,52.37,93.48,65.88,75.03,94.11,109.63,20.28,90.46,156.5494354,333.3810779,132.2480916,111.2106659,62.44582788,158.15,55.81,38.0620901,59.574,17.97598112,67.52,41.66,44.51027093
8/24/2020,64.88,226.9692786,156.24,185.22,267.43,62.64658314,594.77,348.87,215.41,154.86,348.87,276.56,249.3349172,70.85,237.39,80.21,131.75,119.26,51.62,92.95,65.49,73,94.04,105.83,20.2,86.59,155.0247003,336.7592766,130.7022052,108.5566162,60.18480695,156.2927,51.9,37.22358615,58.5803,18.32551409,65.9363,40.72,43.69320305
8/25/2020,66.25,239.1574238,156.94,185.32,272.35,62.6181419,610.5,350.95,217.06,154.89,350.95,279.03,249.9225719,70.49,250.84,78.28,134.09,113.11,51.78,94.59,65.46,74.4,95.31,108.42,20.82,88.92,157.6655813,337.937718,132.6968974,109.8636858,60.55172702,157.82,53.71,37.49310527,59.3143,17.72801245,68.0507,41.28,44.21134366
8/26/2020,70.5,241.0458637,158.52,186.01,271.29,62.19152322,612,353.56,218.6,154.48,353.56,279.17,251.765218,67.9,249.26,76.18,133.05,114.62,52.05,95.23,64.83,74.89,93.75,110.33,20.75,88.91,158.183792,341.3257371,132.4675078,108.5067281,60.79964598,156.89,51.7,37.48312308,58.8801,17.66639478,67.79,40.63,43.93234487
8/27/2020,68.03,243.5798417,158.5,184.76,274.34,62.14412114,614.97,351.11,217.15,154.11,351.11,279.26,252.0341447,65.59,244.55,74,133.05,107.35,50.3,95.12,64.34,75.43,94.3,110.29,20.47,89.42,158.1538952,342.0720834,132.3179059,107.6286966,59.77821986,157.08,50.52,37.26351491,58.166,17.43670169,67.84,40.34,43.76295275
8/28/2020,67.49,243.8785236,161.22,182.74,269.96,61.8691891,602.61,354,217.46,153.66,354,281.46,252.0341447,64,242.96,73.16,131.41,107.74,50.65,96.14,64.39,76.38,93.9,110.31,21.34,90.71,157.8349963,344.281661,132.6968974,108.5466386,60.37322536,157.38,51.8,37.62287374,58.0005,17.57651488,68.05,40.6,43.99203068
8/31/2020,64.89,244.0712215,163.75,186.41,279.12,63.28177096,619.93,357.22,218.95,158.34,357.22,287.64,254.444525,61.25,241.57,75.29,132.64,110.34,50.96,95.5,63.71,78.03,96.35,114.62,21.58,93.46,159.8978732,343.0344772,135.2401299,111.5598829,61.39960986,160.56,56.01,38.07207229,58.6722,17.70634141,70.89,41.41,44.76934123
9/1/2020,63.32,241.7010367,165.13,186.82,275.49,62.40957276,592.68,347.84,216.05,153.66,347.84,279.75,256.4166543,57.81,236.3,73.73,130.41,105.08,50.73,93.23,64.12,76,92.97,113.73,21.22,93.42,157.3267513,346.2653707,132.666977,109.3149161,61.38473472,157.03,52.73,37.48312308,57.7748,17.59648819,68.04,40.2,44.07184426
9/2/2020,64.72,248.6959723,169.75,187.98,281.89,63.31969262,610.15,364.53,220.11,156.07,364.53,285.6,260.5302372,61.99,234.94,77.27,130.66,102.9,50.63,95.89,64.32,77.99,95.44,111.38,21.26,93.93,160.60543,351.2737468,134.6118019,110.3825226,61.71198775,160.09,54.26,37.68276688,58.5124,17.73630138,70.08,40.33,44.51027093
9/3/2020,64.84,238.858742,164.8,182.6,267.42,62.48541609,577.4,346.52,207.91,149.7,346.52,276.15,249.6636054,59.28,232.75,76.4,125.19,102.98,46.98,92.67,64.07,75.84,91.57,107.77,18.405,85.69,155.3336335,339.1849019,129.5652307,106.2617613,57.51719893,154.79,48.1,36.22536716,54.53,16.95115047,65.04,38.85,42.76911921
9/4/2020,62.6,239.330852,160.21,178,266.5,62.58022024,580.36,342.39,204.64,149.21,342.39,276,245.2412548,58.57,240.17,74.7,122.83,92.93,47.62,90.81,64.73,76,90.49,106.33,18.12,82.02,154.2374188,336.4155645,128.9369026,105.054468,55.83135,153.57,46.57,35.67135562,54.3501,16.54848849,64.2,38.61,42.35799457
9/8/2020,54.34,232.374456,157.79,176.39,258.61,60.80738261,561.89,340.95,202.95,146.48,340.95,268.9,244.5639578,59.83,237.16,74.65,122.99,85.31,48.25,90.97,61.79,74.49,89.73,108.27,17.47,81.46,150.5501509,327.2237215,126.543272,103.6376446,54.76034009,150.97,44.45,35.30700569,53.8205,16.29622555,61.77,38.6661,41.77070212
9/9/2020,56.9,236.604176,161.06,180.51,263.04,61.15815797,571.15,347,209.89,148.38,347,272.51,249.0361097,62.32,240.23,76.1,123.06,90.84,49.33,95.01,63.12,74.49,91.51,113,18.82,85.25,152.921961,333.6855086,129.0166903,105.9324995,56.88252639,153.26,47.61,36.30522468,54.8579,16.70527899,64.04,39.405,42.87613517
9/10/2020,57.56,231.8541716,159.67,182.71,255.65,60.45660725,550.1,346.11,214.96,145.95,346.11,266.51,245.3408573,61.2,238.25,73.94,121.19,92.86,49.29,95.3,61.74,71.87,88.26,113.51,18.94,81.8,150.3408735,327.8915049,126.8325024,104.2762129,56.57510688,150.39,45.27,35.82607956,53.93,16.44802273,61.91,38.5,42.16867396
9/11/2020,59.34,234.3303402,159.53,184.54,257.96,62.17256239,544.75,349.93,217.51,149.97,349.93,269.91,242.7810732,65.13,249.59,76.2,122.44,95.45,49.55,95.65,59.61,72.05,88,125,19.26,79.98,152.025058,328.0584508,127.4508569,104.2063695,56.68419122,150.91,45.08,36.15549183,54.28,16.32818285,62.63,38.39,42.28824487
9/14/2020,63.67,237.7410939,161.65,186.74,264.8,63.53774216,564.2,353.65,220.01,171.79,353.65,278.29,246.3568027,67.48,250.17,77.6,131,105.8,49.99,103.15,61.7,75.34,93.15,120.91,20.915,84.71,157.2769234,332.3794027,134.3524919,111.3902632,59.86747068,156.86,54.51,38.17987994,56.49,17.10214871,69.36,40.78,45.43694548
9/15/2020,66.88,239.2826775,164.71,188.38,266.85,63.40365588,579.9,352.19,225.3,174.87,352.19,278.45,244.6336796,66.92,255.44,76.49,130.51,110.34,50.14,103.1,61.33,75.51,91.43,118.79,22.27,84.93,158.8714176,334.0586817,135.7088826,112.4379144,61.0078979,158.12,56.16,39.00041595,56.9393,17.2968885,70.87,40.9884,45.95010396
9/16/2020,68.84,238.7142185,162.01,183.46,267.55,62.87688835,569.15,322.47,221.98,176.62,322.47,276.39,243.6276944,66.04,255.13,76.01,131.28,120.13,50.1,102.9,61.15,75.64,89.94,122.39,22.97,85.63,157.8150652,332.7329351,135.7986437,114.902389,61.73182127,158.17,59.65,39.88883085,57.196,17.75627469,70.89,41.96,46.93158184
9/17/2020,67.89,239.0225353,160.5,180.59,271.46,62.29265527,565,298.02,218.15,175.66,298.02,275.37,244.2551901,66.78,262.62,74.89,131.02,115.51,49.92,100.75,60.94,78.36,90.42,120.14,22.45,85.14,156.9081966,329.8064722,135.2700503,114.7227917,61.14673252,157.74,59.62,39.73171118,56.979,17.70134808,70.3,42.11,46.66254729
9/18/2020,69.87,238.675679,157.12,177.17,265.39,62.30223286,555.24,295.5,219.61,180.94,295.5,274.48,242.930477,67,273.96,77.47,132.26,108.36,50.59,102.5,60.52,79.38,86.79,121.89,23.51,85.9,156.9679901,326.0248773,135.9582191,115.9799731,62.55491222,157.24,61.24,40.33812922,57.4963,17.82618128,70.98,42.53,47.5792576
9/21/2020,69.26,234.3110704,154.08,177.08,264,61.49771517,555.7,270.13,217.93,178.83,270.13,268.3,236.7551225,66.12,271.07,73.51,130.92,110.15,50.12,106.67,62.76,77.28,85.39,121.87,22.25,85.13,155.5827733,322.396353,132.4774812,111.8681588,61.0078979,153.27,54.8,39.36975698,56.1297,17.35181511,67.35,40.8214,45.96505032
9/22/2020,68.72,238.4637112,153.3,177.71,267.58,60.72193026,571.51,268.51,217.33,181.95,268.51,272.76,242.2731005,67.05,268.8,72.92,133.64,111.63,50.35,107.67,64.01,79.36,86.93,122.62,22.58,88.81,156.0710871,325.6797731,133.4848008,112.557162,62.04915754,154.64,55.8,39.55412802,56.6829,17.75627469,68.4687,41.14,46.40945554
9/23/2020,67.16,233.7329766,148.96,177.8,263.82,60.42502492,565.19,273,212.55,179.27,273,272.2,242.0240943,63.83,274.68,74.35,134.5,101.57,50.73,105.85,62.33,78.43,85.97,120.3,21.08,84.69,154.2473844,318.1269209,131.7925049,108.9923193,59.56996793,152.82,50.41,38.57118178,55.3418,17.38197481,66.6,40.23,45.40316669
9/24/2020,65.17,231.5458549,148.07,179.03,263.13,59.62050723,557.46,286.31,211.83,179.43,286.31,270.04,231.2969059,62.83,276.57,94.31,133.34,102.44,51.17,106.4,64.88,76.58,85.07,121.4,20.82,83.31,154.5064897,318.9748913,130.4055305,107.9138795,59.61955172,152.4,48.92,38.07207229,54.93,17.31126929,65.24,39.7,45.16522058
9/25/2020,69.47,234.918069,151.3,183.14,268.18,59.62050723,574.06,299.89,216.77,184.95,299.89,273.28,240.7790631,66.69,282.4,97.7,138.31,113.56,51.92,111.8,68.62,77.39,86.55,124.28,21.28,84.09,158.1937575,324.1317342,133.1794794,110.6499212,61.83098885,155.1512,52.74,39.06030909,55.9005,17.73630138,68.06,40.66,46.50311942
9/28/2020,70.55,238.010871,155.31,186.04,267.73,60.19516272,571.92,305.46,223.42,190.51,305.46,282.035,242.771113,66.5,280.65,99.7,139.81,111.18,51.51,108.99,70.05,77.99,90.36,124.82,21.22,83.69,159.7982173,329.5153599,134.1872809,110.7797334,62.62432953,156.32,52.77,39.09025566,56.23,17.776248,69.13,40.86,46.68546505
9/29/2020,70.52,239.234503,154.78,188.71,270.31,59.47684336,573.61,305.5,222.93,190.96,305.5,282.35,245.7791082,66.86,281.46,102.01,145.01,107.95,52.24,111.24,72.67,76,87.43,124.97,21.61,84.99,159.9975291,327.720818,134.316998,111.5286499,63.7052562,156.61,54.05,39.08027347,56.8606,18.04588772,69.3377,41.16,47.04457635
9/30/2020,70.75,244.8805529,157.63,191.09,272.12,60.52080083,559.78,309.08,226.45,195.69,309.08,283.68,246.7452524,69.23,286.44,101.95,145.6,108.35,52.26,111.78,72.24,76.08,89.74,124.68,19.88,83.64,161.5222642,330.2055683,135.1152566,111.2690255,63.179668,157.26,53.55,38.89061186,56.62,17.95600781,69.96,41.13,47.48619157
10/1/2020,70.03,246.0656453,158.33,196.78,273.51,60.64530952,568.14,309.61,230.46,197.89,309.61,285.57,247.7213568,72.71,285.2,105.21,143.74,104.9,52.7,108.48,72.89,75.82,92.43,126.47,20.09,83.34,162.4689952,332.3254941,136.372514,112.6670031,64.22092764,158.45,55.69,39.2499707,57.49,18.11749204,71.23,41.83,47.53382065
10/2/2020,68.81,236.4500176,156.83,196.64,260.8,59.5438865,564.8,308.43,228.87,193.08,308.43,277.64,245.9185517,73.7,283.28,105.6,135.68,103.6,52.32,108.22,70.78,74.98,88.75,128.12,18.83,79.67,159.1803508,329.1702557,133.5786087,110.2005713,62.86233173,154.72,51.7,38.15192981,56.43,17.76276601,68.37,40.56,46.81201093
10/5/2020,71.95,246.6630089,160.62,201.68,268.98,60.91348209,605.08,316.17,234.97,202.48,316.17,284.18,251.167603,80.7,306.04,106.9,142,110.17,53.2,110.75,70.72,77,92.3,130.74,20.77,86.75,164.9603924,335.0074469,139.2662017,115.6426981,66.69020049,160.52,59.63,39.80897333,58.976,18.57737756,74.19,43.03,49.03941768
10/6/2020,71.04,243.464223,159.4,203.08,260.98,59.8791022,581.64,317.28,233.38,199.61,317.28,281.15,255.1716232,85.59,295.87,103.75,143.26,107.41,54.26,109.89,71.41,75.55,88.6,136.78,21.01,87.72,162.9672746,330.2450088,137.5798802,114.7240271,66.71995076,158.6,58.1,39.47956106,58.54,18.62511378,72.57,43.02,48.8945376
10/7/2020,72.37,248.2624019,164.19,206.7,265.82,60.18558513,591.69,324.34,237.35,201.03,324.34,285.75,262.8908163,86.23,297.55,108.43,145.4,110,54.38,106.89,72.56,77.71,90.45,145.84,23.78,97.68,166.4253339,335.9934589,140.6831108,118.3987109,69.59581071,162.68,63.68,40.42786911,60.2534,19.21432649,75.61,44.23,50.27797302
10/8/2020,72.93,231.3242522,164.49,208.43,268.53,60.64530952,599.88,333.78,236.49,198.73,333.78,286.92,260.8589254,87.95,301.49,108.38,146.04,111.02,54.07,107.43,71.4,79.61,92.78,152.01,22.94,95.39,165.5981901,338.9712152,141.0722619,118.977873,71.15274178,163.03,64.42,40.75728137,61.0966,19.37411299,76.0551,44.35,50.43899517
10/9/2020,73,228.058022,166.76,211.97,269.95,61.14334428,602.07,339.04,242.57,200.78,339.04,286.54,264.0262847,89.04,312.66,107.94,147,111.22,54.74,108.19,73.58,78.85,95.74,154.49,26.31,98.26,166.4452651,341.9982721,142.2197587,120.076284,73.19559402,163.69,66.34,41.27635525,62.2848,19.7136593,77.34,44.67,51.01512767
10/12/2020,75.31,230.7654282,170.46,214.08,274.6,61.82335328,601.55,352.32,243.27,205.87,352.32,291.48,267.4725309,88.74,307.55,106.39,147,110.22,54.46,108.95,73.6,79.85,97.7,157.04,23.91,99.4,167.8404476,347.5002193,143.3373208,120.3758506,72.67992258,164.44,66.84,41.5159278,62.0762,19.67371267,78.44,44.9802,51.12413648
10/13/2020,78.29,230.6016349,166.59,211.72,276.09,61.76588773,607.98,345.14,244.98,211.93,345.14,291.46,268.5083968,93,303.23,107.05,146.66,117.28,52.43,109.16,73,79.88,97.08,160.93,24.61,103.06,168.3088302,345.2323916,144.0258189,122.0234669,74.40543855,164.62,69.69,42.03500168,62.2125,19.85347249,79.22,45.07,51.8539176
10/14/2020,76.56,228.9733372,165.89,207.59,271.46,61.34447371,600.82,330.12,244.64,209.15,330.12,289.02,267.8012191,86.86,303.93,103.5,143.91,111.76,52.37,106.27,71.91,78.79,93.35,161.47,24.71,101.37,166.1064351,343.0631651,142.1399328,119.7667318,72.71958962,162.7162,65.43,41.35621277,61.4607,19.34415302,77.29,44.4552,51.02778226
10/15/2020,75.58,226.4297243,162,203.82,215.28,60.30051623,585.18,323.78,242.15,204.49,323.78,280.63,264.5043766,90.38,304.07,102.62,143.94,111.42,52.54,102.24,71.7,77.67,90.53,161.95,24.25,99.89,162.1799931,342.63918,138.9069853,119.9963995,72.31300252,160.49,66.15,41.0268005,60.9187,19.26425977,73.62,44.6386,50.90731457
10/16/2020,73.94,227.113802,164.56,203.88,218.08,59.38106744,599.74,326.31,240.29,200.93,326.31,280.01,264.6139394,94.09,316.61,103.32,145.4,107.04,52.32,101,71.08,79.25,90.63,163.7,26.11,109.83,162.5885822,342.4321174,139.4058969,120.4457494,73.06667616,160.62,66.98,41.37617715,61.458,19.34415302,74.36,44.93,51.16060561
10/19/2020,70.96,222.2867184,164.05,204,220.51,58.01147186,583.14,321.26,233.13,198.22,321.26,268.77,263.5282722,93.92,301.52,107.14,140.64,102.05,52.29,102.74,72.55,77.33,87.76,163.07,25.77,107.72,159.7483894,337.2259739,137.1308597,118.1191154,72.66008907,157.99,62.88,40.60754852,60.9435,19.26425977,71.75,44.125,50.22097755
10/20/2020,71.31,222.6624794,173.5,203.33,214.54,57.99231667,576.63,320.44,233.53,198.02,320.44,267.12,263.43863,94.35,299.9,103.02,141.45,98.36,52.08,101.92,70.35,77.91,89.31,152.96,24.35,106.7,159.6586991,338.5768104,136.2328187,116.5513835,70.77590496,157.95,60.41,40.12840341,60.2263,18.99711672,70.8,43.7855,49.80507007
10/21/2020,68.37,220.6102463,169.25,202.23,211.38,57.66667856,572.4,317.85,229.09,197.71,317.85,268.91,260.759323,87.72,302.57,99.61,136.48,91.16,50.58,99.96,67.99,77.5,88.6,143,23.49,92.22,156.9978869,337.9359026,133.8979122,113.7853851,67.16620489,155.17,56,39.08027347,58.5576,18.46532728,68.5,42.87,48.61055669
10/22/2020,70.84,219.6563914,169.4,198.05,210.08,58.10724777,575.73,325.92,233.93,200.66,325.92,266.8,268.5880788,86.36,303.79,107.09,134.3,93.59,50.48,102.69,71.39,79.17,90.49,145.65,24.81,90.16,158.4827596,339.7896052,135.8536459,116.8709212,68.71321921,157.47,60.7,39.57938296,59.5989,18.92361493,70.25,44.1817,49.83107674
10/23/2020,70.53,218.8663299,167.47,194.35,211.58,58.22217887,579.81,323.55,232.81,196.92,323.55,265,267.3928489,88.69,299,109.7,131.84,93.13,49.81,104.71,71.19,77.53,89.69,142.27,24.88,92.65,158.3631726,340.9432393,136.1929058,117.4600689,69.5263934,157.62,61.45,39.58936515,59.6747,18.85480687,70.74,44.56,50.05357828
10/26/2020,70.24,216.6792081,162.17,191.99,207.15,57.42723877,585.74,319.06,230.18,195.83,319.06,256.76,263.4983915,82.93,301.28,106.57,128.67,87.38,49.26,102.9,68.87,76.88,90.44,141.24,24.5,94.13,156.0511559,334.6426224,134.8159096,115.8823514,68.53471756,155.33,58.96,39.45959668,59.16,18.78350214,69.37,44.39,49.50434924
10/27/2020,70.67,215.3014178,159.14,187.63,212.19,57.47512673,582.52,321.74,229.26,196.92,321.74,255.3,265.1418326,83.95,301.53,131.12,126.82,89.59,50,111.69,70.64,76.18,88.35,142.93,25.44,98.12,158.861452,333.4889883,135.5742553,117.2603578,70.45856869,156.98,61.35,39.91877742,59.5757,19.13443324,70.02,45.19,50.43321591
10/28/2020,65.74,208.4799104,155.71,182.49,208.34,56.23961742,567.04,309.69,222,194.85,309.69,244.26,256.6258196,77.54,299.24,127.52,124.88,81.33,48.69,110.5,66.66,74.39,86.99,141.03,24.4,94.71,154.1576941,322.0906893,132.0718955,114.0350239,67.78104392,153.92,55.82,38.74087901,57.9934,18.5052739,66.51,43.8902,49.0826625
10/29/2020,71.28,209.8673357,154.65,183.27,207.01,56.05764319,555.79,314.9,228.94,192.34,314.9,245.48,254.6736107,84.81,299.5,120.505,123.32,87.63,47.6,109.68,68.33,74.42,87.02,140.74,24.95,96.35,155.6061924,325.3642492,132.7703718,115.0435649,67.96946233,153.96,57.51,39.18009537,57.9474,18.65507374,67.22,44.53,49.53663338
10/30/2020,67.47,209.0194647,153.99,180.3,208.36,55.69369471,543.56,292.7,227.7,166.8,292.7,252.07,251.406649,85.36,296.52,123.83,122.97,80.71,47.44,106.66,67.26,74.43,86.64,136.9,23.94,91.82,151.7759183,321.9723678,130.3356829,112.6070897,65.19276996,152.75,53.77,37.8624463,56.5432,18.03699959,64.7,43.6583,48.01579106
11/2/2020,67.11,212.1700761,155.13,186.33,207.42,56.05764319,548.58,292.88,232.82,168.51,292.88,248.99,258.9664781,87.1,299,121.89,124.91,82.4,48.66,105.09,67.52,73.42,84.44,136.05,24.32,86.16,152.1546107,325.5811719,130.0962053,112.5971042,64.95476776,153.025,53.88,38.09203667,56.611,18.11579431,64.59,43.68,47.91804184
11/3/2020,69.08,212.0255527,160.14,190.37,211.14,56.34497093,557.19,296.63,237.45,168.5,296.63,247.01,265.2812761,87.22,300,126.15,129.05,83.64,49.26,107.69,71.5,72.61,84.95,137.32,25.27,86.82,154.4566617,331.329622,132.4011772,115.6526836,66.52161559,155.7153,58.15,38.93054062,57.61,18.55181172,66.63,44.9289,49.51232063
11/4/2020,69.81,221.9205923,170.9,195.1,215.09,57.34104045,587.14,311.33,249.27,180,311.33,355.63,266.0980165,90.69,304.3,123.15,139.49,87.27,50.84,113.4,75.07,76.37,91.21,141.8,27.17,95.51,163.515382,338.7345723,140.393742,122.7723835,69.37764202,164.74,69.08,40.84712108,61.7471,19.51392618,74.96,47.39,51.50516911
11/5/2020,71.48,223.5007155,171.71,200.44,219.48,57.11117825,588.81,311.72,251.58,181.75,311.72,328.9,303.3891894,92,300,126.68,137.86,93.11,51.24,117.42,76.39,75.05,84.65,148.59,28.48,103.34,163.5751755,345.3408529,140.3238944,122.6625424,72.4617539,163.7304,68.99,41.35471544,62.0356,19.70367264,74.75,47.48,51.77420366
11/6/2020,72.45,223.2116686,171.44,199.32,220.28,56.57483313,578.03,308.16,250.66,173.63,308.16,328.9,301.2676563,92,293.45,123.97,130.73,89.86,51.51,112.96,82.08,76.74,83.15,147.7,28.06,102.66,160.0274259,345.261972,137.440185,119.6968329,72.18408466,160.02,63.77,40.48776224,61.505,19.45400624,71.6,46.09,51.01323447
11/9/2020,77.74,226.4200894,173.66,197.46,222.85,56.55567794,567.55,305.69,237.26,168.46,305.69,236.26,302.9907794,104.8,280,123.16,127.48,90.31,47.5,112.73,78.54,75.09,81.28,134.16,28.73,99.65,158.3731381,349.6004249,137.3304244,120.1961106,69.36772527,159.94,64.27,40.37416492,60.54,19.47397955,71.72,46.4333,52.04323821
11/10/2020,76.05,232.7791217,166,187.5,215.35,58.05935981,559.22,301.56,228.74,171.78,301.56,236.34,299.0863617,112.76,282.51,118.78,125.05,78.74,46.09,112.17,76.8,76.18,83.07,129,29.51,98.7,157.0178181,349.0876986,137.440185,121.7838136,68.75288624,159.75,67.37,40.40920241,60.8223,19.38409965,71.84,46.55,51.60481154
11/11/2020,82.44,231.9023461,167.88,188.06,216.72,57.56132505,567.73,302.35,235.66,170.75,302.35,244.03,305.2318354,109.45,285,123.38,129.09,85.01,46.51,116.89,78.97,76.22,82.76,136.62,29.63,100.64,159.4892841,351.6809103,139.2063323,123.4813578,72.49150417,160.8815,69.72,41.16655116,61.6282,19.87414486,73.52,46.95,52.49162912
11/12/2020,87.81,228.4819575,167.8,186.81,218.31,57.44639396,556.78,304.31,237.46,168.79,304.31,241.55,302.3234427,101.63,283.65,122.42,132.44,90.87,46.98,115.98,83.48,76.91,82.32,139.97,29.71,101.77,159.2999379,348.2693087,139.2262887,123.5512567,72.67000582,160.42,70,41.2264443,61.75,19.94594892,73.34,46.7064,52.5115576
11/13/2020,89.39,230.2355088,173.93,190.88,225.52,58.02583824,566.43,308.86,239.01,175.91,308.86,248.59,301.9648737,106,278.05,122.71,135.51,96.6,47.75,116.16,82.81,77.52,82.53,138.55,33.23,103.96,162.1052512,353.0909075,140.7529584,124.8593642,73.47326326,162.8649,72.24,41.6157497,62.5741,20.22297876,75.14,46.9559,53.07951942
11/16/2020,97.95,229.5565197,173.74,193.93,224.27,58.50950661,559.29,296.73,238,177.19,296.73,250.96,301.9748445,91.52,279.96,121.47,131.05,90.65,46.26,104.34,81.84,77.11,84.35,135.25,34.35,106.76,161.0239848,357.4983812,140.7729149,125.4584974,73.06667616,162.47,73.34,41.9152154,62.4107,20.13070206,75.36,46.9174,52.93732968
11/17/2020,93.15,225.4631853,172.21,190.27,222.96,58.39457552,538.15,297.95,235.98,173.17,297.95,248.81,306.8306112,86.93,284.33,115.64,129.3,92.89,46.33,106.48,83.08,76.53,82.98,135.67,34.84,108.57,159.030867,355.5756578,140.4536114,126.5569083,73.86001684,161.995,74.96,41.65567846,62.6893,20.30906374,74.71,47.21,53.10941215
11/18/2020,88.89,220.9236581,169.07,186.26,216.35,58.32753238,519.04,295.23,234.11,174.07,295.23,240.98,300.0704268,90.44,283.72,112.36,125.45,89.91,46.55,107.96,80.83,74.17,82.74,139.9,34.23,106.75,155.7521883,351.2963656,137.6197932,124.1603754,73.65176491,158.28,70.69,40.95692517,61.3565,19.94335239,71.61,46.339,52.35212972
11/19/2020,92.77,217.9264062,169.55,187.35,211.97,58.0689374,514.71,299,233.46,174.37,299,244.01,301.3765981,94.93,281.91,113.18,123.81,86.4,47.27,108.51,82.86,75.13,81.69,137.77,32.26,109.24,155.9913624,352.7753836,137.7894231,124.8893209,74.4649391,158.3,71.92,41.2264443,61.2783,20.1930188,71.96,46.7411,52.41191518
11/20/2020,97.61,216.4714295,169.77,189.68,215.21,57.57090265,518.74,300.8,232.54,173.41,300.8,244.15,304.0088823,104.07,284.17,115.23,124.7,86.55,47.21,112.95,85.4,75.95,81.93,139.72,32.34,109.7,157.3167857,350.3596542,138.5677253,125.8579196,75.81361825,158.1,73.78,41.48598124,61.7149,20.30287201,72.714,47.29,53.0252143
11/23/2020,101.03,215.5499443,170.56,187.82,217.87,57.36019563,523.61,301.85,232.01,168.07,301.85,243.38,302.8522726,106.5,273.78,120.54,123.02,93.98,46.83,114.11,85.99,77.04,81.39,137.54,34.28,110,158.0741705,352.4598598,138.7772682,126.3072695,76.41854051,158.54,74.5,41.84534007,61.9143,20.30287201,73.01,47.145,53.35204145
11/24/2020,98.56,213.8427716,172,186.37,216.5,57.70498893,506.1,305.63,224.68,164.63,305.63,242.51,301.9349614,101.87,256.18,117.26,125.66,95.33,46.56,113,83.02,77.96,80.74,136.15,34.81,109.99,156.7417712,358.1392891,137.9490749,125.8778907,74.09801904,159.08,73.86,41.43607029,61.66,20.13309886,72.05,46.92,53.01973396
11/25/2020,109.18,213.697274,169.87,188.25,218.1,56.98666956,508.31,303.98,226.35,165.45,303.98,241.75,300.8680886,104.96,264.16,115.87,125.45,102.6,47.25,112.64,84.55,78.15,81.16,140.84,35.86,110,158.4329317,357.5871223,138.6475512,126.6367928,74.1079358,159.2,75.42,41.82537569,61.755,20.21299211,72.92,47.28,53.3336076
11/27/2020,127.03,218.062204,168.81,191.14,226.71,57.49428191,514.05,317.03,230.16,169.12,317.03,243.78,296.7800715,109.99,285.89,118.19,129.86,125.69,48.49,118.66,88.13,80.4,83.25,150.67,39.38,121.55,164.4480615,358.5829945,142.9082568,131.2700897,78.94731392,161.46,83.41,43.6528152,63.59,21.47131079,77.35,48.54,55.21176766
11/30/2020,152.74,215.3753471,168.99,194.88,227.75,58.10724777,516.03,322.09,234.52,170.31,322.09,240.17,302.4235293,124.24,255.69,121.06,129.91,139.5,48.26,121.12,88.27,78.7,84.54,153.11,39.27,126.92,168.4882108,356.9955151,144.6644259,133.0075761,81.01991643,161.17,86.63,44.62038886,63.8868,21.00193795,79.08,49.09,55.85954306
12/1/2020,141.01,218.3240998,171.23,197.44,230.3,58.53823939,514.07,334.34,237.26,177.41,334.34,243.16,304.0487654,114.01,246.49,123.23,132.27,123.47,48.46,121.23,91.19,79.5,85.42,149.84,38.1,129.58,167.6710325,360.9001227,145.0036858,132.7479517,82.28926151,163.11,85.97,44.92983675,64.81,21.51125741,79.71,48.9,55.69015093
12/2/2020,143,219.7596768,170.04,199.11,226.7,58.54781698,505.13,340.82,235.46,177.04,340.82,246.92,297.4580841,121.09,227,124.41,129.47,125.48,47.74,119.65,90.76,79.86,82.27,144.81,41.08,131.54,168.0497249,361.659352,144.6744041,132.628125,82.18017717,163.03,85.98,44.8799258,64.8,21.55120404,79.3,48.45,55.55114975
